sentence,entities,finishment,api_result
Authorities in Mogadishu have not determined a motive for the shooting .,"[['Mogadishu', (2208, 2208), 'geo']]",0,"[['Mogadishu', (2208, 2208), 'geo']]"
The pope has said he meant no offense to Muslims when he quoted a 14 century Byzantine emperor as saying some teachings of the Prophet Muhammed brought evil to the world .,"[['Byzantine', (2234, 2234), 'per'], ['Prophet Muhammed', (2242, 2243), 'per']]",0,"[['Byzantine', (2234, 2234), 'per'], ['Prophet Muhammed', (2242, 2243), 'per']]"
"Pakistani forces have targeted militants in the northwest for a third day , launching airstrikes that they say killed at least nine suspected insurgents .","[['Pakistani', (2250, 2250), 'gpe']]",0,"[['Pakistani', (2250, 2250), 'gpe']]"
"Helicopter gunships Saturday pounded militant hideouts in the Orakzai tribal region , where many Taliban militants are believed to have fled to avoid an earlier military offensive in nearby South Waziristan .","[['Saturday', (2277, 2277), 'tim'], ['Orakzai', (2283, 2283), 'geo'], ['Taliban', (2289, 2289), 'org'], ['South Waziristan', (2304, 2305), 'geo']]",0,"[['Saturday', (2277, 2277), 'tim'], ['Orakzai', (2283, 2283), 'geo'], ['Taliban', (2289, 2289), 'org'], ['South Waziristan', (2304, 2305), 'geo']]"
The Pakistani military launched its offensive in Orakzai to hunt Taliban insurgents .,"[['Pakistani', (2308, 2308), 'gpe'], ['Orakzai', (2314, 2314), 'geo'], ['Taliban', (2317, 2317), 'org']]",0,"[['Pakistani', (2308, 2308), 'gpe'], ['Orakzai', (2314, 2314), 'geo'], ['Taliban', (2317, 2317), 'org']]"
"So far , nearly 100 militants have been reported killed in the region since Thursday .","[['Thursday', (2334, 2334), 'tim']]",0,"[['Thursday', (2334, 2334), 'tim']]"
"On Friday , five soldiers were killed when dozens of militants stormed a military checkpoint in Orakzai .","[['Friday', (2337, 2337), 'tim'], ['Orakzai', (2352, 2352), 'geo']]",0,"[['Friday', (2337, 2337), 'tim'], ['Orakzai', (2352, 2352), 'geo']]"
At least 32 suspected militants were killed when troops launched a counter-attack .,[],0,[]
"Elsewhere in the northwest , authorities on Saturday found the bodies of six people who had been shot dead in the Kurram region along the Afghan border .","[['Saturday', (2374, 2374), 'tim'], ['Kurram', (2388, 2388), 'geo'], ['Afghan', (2392, 2392), 'gpe']]",0,"[['Saturday', (2374, 2374), 'tim'], ['Kurram', (2388, 2388), 'geo'], ['Afghan', (2392, 2392), 'gpe']]"
The six were kidnapped a few days ago .,[],0,[]
The U.S. military in Afghanistan says coalition forces killed 14 Taleban militants in separate clashes this week .,"[['U.S.', (2405, 2405), 'org'], ['Afghanistan', (2408, 2408), 'geo'], ['Taleban', (2414, 2414), 'org']]",0,"[['U.S.', (2405, 2405), 'org'], ['Afghanistan', (2408, 2408), 'geo'], ['Taleban', (2414, 2414), 'org']]"
The military said Saturday 13 guerrillas were killed in two encounters in the central province of Uruzgan .,"[['Saturday', (2425, 2425), 'tim'], ['Uruzgan', (2438, 2438), 'geo']]",0,"[['Saturday', (2425, 2425), 'tim'], ['Uruzgan', (2438, 2438), 'geo']]"
"One Afghan soldier was killed and four others , including a U.S. soldier , were injured in the fighting .","[['Afghan', (2441, 2441), 'gpe'], ['U.S.', (2451, 2451), 'gpe']]",0,"[['Afghan', (2441, 2441), 'gpe'], ['U.S.', (2451, 2451), 'gpe']]"
Another militant was killed by U.S. troops in eastern Paktika province .,"[['U.S.', (2465, 2465), 'gpe'], ['Paktika', (2469, 2469), 'geo']]",0,"[['U.S.', (2465, 2465), 'gpe'], ['Paktika', (2469, 2469), 'geo']]"
"Separately , officials say four British soldiers from the NATO-led peacekeeping mission were wounded early Saturday in an attack in the northern city of Mazar-e-Sharif .","[['British', (2477, 2477), 'gpe'], ['Saturday', (2487, 2487), 'tim'], ['Mazar-e-Sharif', (2496, 2496), 'geo']]",0,"[['British', (2477, 2477), 'gpe'], ['Saturday', (2487, 2487), 'tim'], ['Mazar-e-Sharif', (2496, 2496), 'geo']]"
It was not immediately clear what motivated the attack .,[],0,[]
Taleban rebels are not known to operate in northern Afghanistan and the area has been spared much of the bloodshed that has plagued southern and eastern regions .,"[['Taleban', (2508, 2508), 'org'], ['Afghanistan', (2517, 2517), 'geo']]",0,"[['Taleban', (2508, 2508), 'org'], ['Afghanistan', (2517, 2517), 'geo']]"
"Russian officials say at least five more people have died from a wave of extremely cold weather gripping the nation , bringing the death toll to 43 in the past week .","[['Russian', (2536, 2536), 'gpe']]",0,"[['Russian', (2536, 2536), 'gpe']]"
"Emergency medical officials say the five victims died in Moscow from exposure , and another 19 people are hospitalized with hypothermia .","[['Moscow', (2577, 2577), 'geo']]",0,"[['Moscow', (2577, 2577), 'geo']]"
Russia 's Itar-Tass news agency quotes a medical official as saying some of the victims were intoxicated or homeless .,"[['Russia', (2590, 2590), 'geo'], ['Itar-Tass', (2592, 2592), 'org']]",0,"[['Russia', (2590, 2590), 'geo'], ['Itar-Tass', (2592, 2592), 'org']]"
"The unusually cold weather is affecting Russia , the Baltic states of Lithuania , Latvia and Estonia , and is moving into the Nordic countries .","[['Russia', (2616, 2616), 'geo'], ['Baltic states', (2619, 2620), 'geo'], ['Lithuania', (2622, 2622), 'geo'], ['Latvia', (2624, 2624), 'geo'], ['Estonia', (2626, 2626), 'geo']]",0,"[['Russia', (2616, 2616), 'geo'], ['Baltic states', (2619, 2620), 'geo'], ['Lithuania', (2622, 2622), 'geo'], ['Latvia', (2624, 2624), 'geo'], ['Estonia', (2626, 2626), 'geo']]"
The death toll is expected to rise as temperatures continue to hover around minus 30 degrees Celsius or lower overnight .,[],0,[]
Emergency power rationing has been put into effect around Moscow .,"[['Moscow', (2666, 2666), 'geo']]",0,"[['Moscow', (2666, 2666), 'geo']]"
"Health officials in Vietnam say a deadly strain of the bird flu virus has killed a second Vietnamese man this week , raising the country 's death toll from the virus to 50 .","[['Vietnam', (2671, 2671), 'geo'], ['Vietnamese', (2685, 2685), 'gpe']]",0,"[['Vietnam', (2671, 2671), 'geo'], ['Vietnamese', (2685, 2685), 'gpe']]"
Officials say the 27-year old man from Vietnam 's northern Ninh Binh province died late Thursday and tested positive for the H5N1 strain of bird flu .,"[['Vietnam', (2709, 2709), 'geo'], ['Ninh Binh', (2712, 2713), 'gpe'], ['Thursday', (2717, 2717), 'tim'], ['H5N1', (2723, 2723), 'nat']]",0,"[['Vietnam', (2709, 2709), 'geo'], ['Ninh Binh', (2712, 2713), 'gpe'], ['Thursday', (2717, 2717), 'tim'], ['H5N1', (2723, 2723), 'nat']]"
Officials say the man fell ill after slaughtering two chickens at his home .,[],0,[]
He is the third person to die from avian influenza in Vietnam this year .,"[['Vietnam', (2754, 2754), 'geo']]",0,"[['Vietnam', (2754, 2754), 'geo']]"
"Not counting the latest death , the World Health Organization says 227 people around the world have died from bird flu since 2003 .","[['World Health Organization', (2765, 2767), 'org'], ['2003', (2780, 2780), 'tim']]",0,"[['World Health Organization', (2765, 2767), 'org'], ['2003', (2780, 2780), 'tim']]"
"Most of the world 's cases , 103 , have occurred in Indonesia .","[['Indonesia', (2794, 2794), 'geo']]",0,"[['Indonesia', (2794, 2794), 'geo']]"
"Witnesses in Somalia say insurgents have burned and dragged the bodies of at least two soldiers through the streets of Mogadishu , after a clash between militants and Ethiopian forces killed seven people .","[['Somalia', (2798, 2798), 'geo'], ['Mogadishu', (2816, 2816), 'geo'], ['Ethiopian', (2824, 2824), 'gpe']]",0,"[['Somalia', (2798, 2798), 'geo'], ['Mogadishu', (2816, 2816), 'geo'], ['Ethiopian', (2824, 2824), 'gpe']]"
The violence erupted Wednesday after insurgents attacked Ethiopian tanks rolling through an insurgent stronghold near the headquarters of the former Defense Ministry in southern Mogadishu .,"[['Wednesday', (2833, 2833), 'tim'], ['Ethiopian', (2837, 2837), 'gpe'], ['Defense Ministry', (2850, 2851), 'org'], ['Mogadishu', (2854, 2854), 'geo']]",0,"[['Wednesday', (2833, 2833), 'tim'], ['Ethiopian', (2837, 2837), 'gpe'], ['Defense Ministry', (2850, 2851), 'org'], ['Mogadishu', (2854, 2854), 'geo']]"
Witnesses say the Ethiopian troops returned heavy fire and that several people were wounded in the fighting .,"[['Ethiopian', (2859, 2859), 'gpe']]",0,"[['Ethiopian', (2859, 2859), 'gpe']]"
Ethiopia deployed soldiers to Somalia last December to help the interim government push an Islamist movement from power .,"[['Ethiopia', (2874, 2874), 'gpe'], ['Somalia', (2878, 2878), 'geo'], ['December', (2880, 2880), 'tim']]",0,"[['Ethiopia', (2874, 2874), 'gpe'], ['Somalia', (2878, 2878), 'geo'], ['December', (2880, 2880), 'tim']]"
Somalia 's internationally-recognized government has since been struggling to contain regular outbursts of violence by fighters loyal to the fallen Islamist movement .,"[['Somalia', (2893, 2893), 'gpe'], ['Islamist', (2913, 2913), 'org']]",0,"[['Somalia', (2893, 2893), 'gpe'], ['Islamist', (2913, 2913), 'org']]"
"The African Union has deployed troops to Somalia to replace the Ethiopian forces , which Addis Ababa plans to withdraw .","[['African Union', (2917, 2918), 'org'], ['Somalia', (2923, 2923), 'geo'], ['Ethiopian', (2927, 2927), 'gpe'], ['Addis Ababa', (2931, 2932), 'gpe']]",0,"[['African Union', (2917, 2918), 'org'], ['Somalia', (2923, 2923), 'geo'], ['Ethiopian', (2927, 2927), 'gpe'], ['Addis Ababa', (2931, 2932), 'gpe']]"
Top Palestinian negotiator Ahmed Qureia says Israeli and Palestinian mediators have agreed to prepare a document outlining their progress toward a peace accord .,"[['Palestinian', (2938, 2938), 'gpe'], ['Ahmed Qureia', (2940, 2941), 'per'], ['Israeli', (2943, 2943), 'gpe'], ['Palestinian', (2945, 2945), 'gpe']]",0,"[['Palestinian', (2938, 2938), 'gpe'], ['Ahmed Qureia', (2940, 2941), 'per'], ['Israeli', (2943, 2943), 'gpe'], ['Palestinian', (2945, 2945), 'gpe']]"
"In remarks to reporters , Qureia said the two sides agreed during recent meetings to begin writing out their positions on all issues discussed during peace negotiations .","[['Qureia', (2966, 2966), 'per']]",0,"[['Qureia', (2966, 2966), 'per']]"
He did not elaborate on why negotiators had come to the decision .,[],0,[]
"Israeli Prime Minister Ehud Olmert and Palestinian President Mahmoud Abbas resumed U.S.-brokered peace talks last November , but progress has been slow .","[['Israeli', (3002, 3002), 'gpe'], ['Prime Minister Ehud Olmert', (3003, 3006), 'per'], ['Palestinian', (3008, 3008), 'gpe'], ['President Mahmoud Abbas', (3009, 3011), 'per'], ['November', (3017, 3017), 'tim']]",0,"[['Israeli', (3002, 3002), 'gpe'], ['Prime Minister Ehud Olmert', (3003, 3006), 'per'], ['Palestinian', (3008, 3008), 'gpe'], ['President Mahmoud Abbas', (3009, 3011), 'per'], ['November', (3017, 3017), 'tim']]"
The two sides have expressed hope at reaching a peace deal before U.S. President George Bush leaves office early next year .,"[['U.S.', (3037, 3037), 'gpe'], ['President George Bush', (3038, 3040), 'per']]",0,"[['U.S.', (3037, 3037), 'gpe'], ['President George Bush', (3038, 3040), 'per']]"
"But Qureia said Wednesday that reaching a peace agreement with Israel before Mr. Bush leaves office will take a "" miracle . ""","[['Qureia', (3048, 3048), 'per'], ['Wednesday', (3050, 3050), 'tim'], ['Israel', (3057, 3057), 'geo'], ['Mr. Bush', (3059, 3060), 'per']]",0,"[['Qureia', (3048, 3048), 'per'], ['Wednesday', (3050, 3050), 'tim'], ['Israel', (3057, 3057), 'geo'], ['Mr. Bush', (3059, 3060), 'per']]"
He told reporters in the West Bank that there is still room for progress in Israeli-Palestinian negotiations .,"[['West Bank', (3075, 3076), 'geo']]",0,"[['West Bank', (3075, 3076), 'geo']]"
The Israeli military says Major General Udi Adam - the head of the army 's Northern Command - has announced his resignation .,"[['Israeli', (3089, 3089), 'gpe'], ['Major General Udi Adam', (3092, 3095), 'per'], ['Northern Command', (3103, 3104), 'org']]",0,"[['Israeli', (3089, 3089), 'gpe'], ['Major General Udi Adam', (3092, 3095), 'per'], ['Northern Command', (3103, 3104), 'org']]"
"A military statement Wednesday , said General Adam has asked to leave his post "" as soon as possible , "" and the chief of staff has accepted the request to begin the process of his replacement .","[['Wednesday', (3114, 3114), 'tim'], ['General Adam', (3117, 3118), 'per']]",0,"[['Wednesday', (3114, 3114), 'tim'], ['General Adam', (3117, 3118), 'per']]"
Adam was widely expected to leave the army after he was pushed aside near the end of the 34-day war against Hezbollah guerrillas in Lebanon .,"[['Adam', (3149, 3149), 'per'], ['Hezbollah', (3170, 3170), 'org'], ['Lebanon', (3173, 3173), 'geo']]",0,"[['Adam', (3149, 3149), 'per'], ['Hezbollah', (3170, 3170), 'org'], ['Lebanon', (3173, 3173), 'geo']]"
"He was replaced by another general as "" coordinator of operations in Lebanon . ""","[['Lebanon', (3187, 3187), 'geo']]",0,"[['Lebanon', (3187, 3187), 'geo']]"
"Israeli media say Adam had several disagreements with the army chief , Lieutenant General Dan Halutz , over the conduct of the war .","[['Israeli', (3190, 3190), 'gpe'], ['Adam', (3193, 3193), 'per'], ['Lieutenant General Dan Halutz', (3202, 3205), 'per']]",0,"[['Israeli', (3190, 3190), 'gpe'], ['Adam', (3193, 3193), 'per'], ['Lieutenant General Dan Halutz', (3202, 3205), 'per']]"
A Washington-based research institute says Pakistan is building a nuclear reactor that could produce enough plutonium for 40 to 50 nuclear weapons a year .,"[['Pakistan', (3219, 3219), 'gpe']]",0,"[['Pakistan', (3219, 3219), 'gpe']]"
The Institute for Science and International Security reports that satellite photos show a possible construction site for a larger nuclear reactor near the small one in the Khushab district of Punjab province .,"[['Institute for Science and International Security', (3240, 3245), 'org'], ['Khushab', (3266, 3266), 'geo'], ['Punjab', (3269, 3269), 'geo']]",0,"[['Institute for Science and International Security', (3240, 3245), 'org'], ['Khushab', (3266, 3266), 'geo'], ['Punjab', (3269, 3269), 'geo']]"
"The report says such a reactor could produce over 200 kilograms of weapons-grade plutonium , good for 40 to 50 nuclear weapons a year .",[],0,[]
"According to some media reports , Pakistan is now capable of producing plutonium for just two warheads a year .","[['Pakistan', (3303, 3303), 'gpe']]",0,"[['Pakistan', (3303, 3303), 'gpe']]"
"Pakistan 's Foreign Ministry spokeswoman Tasnim Aslam declined to say whether a new reactor is being constructed , but she said the presence of a nuclear weapons program and facilities at Khushab are well known .","[['Pakistan', (3317, 3317), 'geo'], ['Foreign Ministry', (3319, 3320), 'org'], ['Tasnim Aslam', (3322, 3323), 'per'], ['Khushab', (3348, 3348), 'geo']]",0,"[['Pakistan', (3317, 3317), 'geo'], ['Foreign Ministry', (3319, 3320), 'org'], ['Tasnim Aslam', (3322, 3323), 'per'], ['Khushab', (3348, 3348), 'geo']]"
The American Diabetes Association reports the disease is the leading cause of new cases of blindness among adults .,"[['American Diabetes Association', (3354, 3356), 'org']]",0,"[['American Diabetes Association', (3354, 3356), 'org']]"
It is the leading cause of kidney failure .,[],0,[]
The rate of amputation is 10 times higher among those who suffer from the disease .,[],0,[]
"Experts say those who learn how to manage the disease early , can live healthier and more normal lives .",[],0,[]
VOA 's June Soh found camps that provide children with this chronic disease a positive approach to living with diabetes while letting them just be kids .,"[['VOA', (3417, 3417), 'org'], ['June Soh', (3419, 3420), 'per']]",0,"[['VOA', (3417, 3417), 'org'], ['June Soh', (3419, 3420), 'per']]"
Amy Katz Narrates .,"[['Amy Katz', (3444, 3445), 'per']]",0,"[['Amy Katz', (3444, 3445), 'per']]"
"Cuba and Panama have said they will restore consular relations , months after Havana broke ties with Panama City for pardoning four men convicted in connection with an assassination attempt against Cuban President Fidel Castro .","[['Cuba', (3448, 3448), 'gpe'], ['Panama', (3450, 3450), 'gpe'], ['Havana', (3461, 3461), 'gpe'], ['Panama City', (3465, 3466), 'gpe'], ['Cuban', (3479, 3479), 'gpe'], ['President Fidel Castro', (3480, 3482), 'per']]",0,"[['Cuba', (3448, 3448), 'gpe'], ['Panama', (3450, 3450), 'gpe'], ['Havana', (3461, 3461), 'gpe'], ['Panama City', (3465, 3466), 'gpe'], ['Cuban', (3479, 3479), 'gpe'], ['President Fidel Castro', (3480, 3482), 'per']]"
