Sentence,Original_Entity,Predicted_Entity
"Bus , subway , and tram services ceased in Greece 's capital Athens Thursday , while Greek journalists stopped radio and television broadcasts .","['Greek', (33756, 33756), 'GPE']","['Greek', 85, 'NORP']"
"In central Afghanistan , police killed four militants in a clash in Ghazni Province .","['Afghanistan', (191942, 191942), 'LOC']","['Afghanistan', 11, 'GPE']"
"In central Afghanistan , police killed four militants in a clash in Ghazni Province .","['Ghazni Province', (191952, 191953), 'LOC']","['Ghazni Province', 68, 'GPE']"
"Health officials in Vietnam say a deadly strain of the bird flu virus has killed a second Vietnamese man this week , raising the country 's death toll from the virus to 50 .","['Vietnam', (2671, 2671), 'LOC']","['Vietnam', 20, 'GPE']"
"Health officials in Vietnam say a deadly strain of the bird flu virus has killed a second Vietnamese man this week , raising the country 's death toll from the virus to 50 .","['Vietnamese', (2685, 2685), 'GPE']","['Vietnamese', 90, 'NORP']"
They will then need to convert before being granted Israeli citizenship .,"['Israeli', (143056, 143056), 'GPE']","['Israeli', 52, 'NORP']"
"The activists were detained Wednesday after unfurling banners at Mount Everest , calling for Tibetan independence and criticizing the 2008 Beijing Olympics .","['Tibetan', (149952, 149952), 'GPE']","['Tibetan', 93, 'NORP']"
Burmese authorities Tuesday doubled the reward for anyone giving information leading to the bombers ' arrests .,"['Burmese', (118975, 118975), 'GPE']","['Burmese', 0, 'NORP']"
Johnston was the only Western reporter based in Gaza when he was abducted in March .,"['Western', (104393, 104393), 'LOC']","['Western', 22, 'NORP']"
Johnston was the only Western reporter based in Gaza when he was abducted in March .,"['Gaza', (104397, 104397), 'LOC']","['Gaza', 48, 'GPE']"
"VOA 's Creole Service has set up a hotline to help Haitians everywhere reach their loved ones , after Tuesday 's devastating earthquake destroyed much of the capital , Port-au-Prince .","['Haitians', (83903, 83903), 'GPE']","['Haitians', 51, 'NORP']"
He and his wife were delivered to Turkish authorities Friday morning .,"['Turkish', (115810, 115810), 'GPE']","['Turkish', 34, 'NORP']"
He and his wife were delivered to Turkish authorities Friday morning .,"['Friday morning', (115812, 115813), 'DATE']","['Friday morning', 54, 'TIME']"
Rice also visited the nearby city of Liverpool .,"['Liverpool', (151374, 151374), 'LOC']","['Liverpool', 37, 'GPE']"
"Lithuanian President Valdas Adamkus will also visit , for the third time in 10 days .","['Lithuanian', (124385, 124385), 'GPE']","['Lithuanian', 0, 'NORP']"
The arrests occurred Friday in Alexandria .,"['Alexandria', (686, 686), 'LOC']","['Alexandria', 31, 'GPE']"
Taleban militants are waging a bloody insurgency in Afghanistan .,"['Taleban', (164441, 164441), 'ORG']","['Taleban', 0, 'NORP']"
Taleban militants are waging a bloody insurgency in Afghanistan .,"['Afghanistan', (164449, 164449), 'LOC']","['Afghanistan', 52, 'GPE']"
The Inter-American Development Bank says the world Haitian disapora sent more than $ 1.6 billion back to families on the impoverished island in 2006 .,"['Haitian', (16345, 16345), 'GPE']","['Haitian', 51, 'NORP']"
The U.S. military in Afghanistan says coalition forces killed 14 Taleban militants in separate clashes this week .,"['U.S.', (2405, 2405), 'ORG']","['U.S.', 4, 'GPE']"
The U.S. military in Afghanistan says coalition forces killed 14 Taleban militants in separate clashes this week .,"['Afghanistan', (2408, 2408), 'LOC']","['Afghanistan', 21, 'GPE']"
"Ali al-Naimi said in New Delhi that recent OPEC cuts are working well , and a meeting to discuss further cutbacks is unnecessary .","['New Delhi', (175438, 175439), 'LOC']","['New Delhi', 21, 'GPE']"
"The U.S. space agency says it is now considering potential launch dates in late February , not early in the month as previously planned .","['U.S.', (49097, 49097), 'LOC']","['U.S.', 4, 'GPE']"
"He said that although Germany 's history was not always proud , Germans should be proud of their country 's reunification .","['Germany', (21947, 21947), 'LOC']","['Germany', 22, 'GPE']"
"He said that although Germany 's history was not always proud , Germans should be proud of their country 's reunification .","['Germans', (21955, 21955), 'GPE']","['Germans', 64, 'NORP']"
"A similar explosion took place in western Farah province , where one policeman died and at least one other was wounded .","['Farah', (205541, 205541), 'LOC']","['Farah', 42, 'GPE']"
"In Monday 's trial , Ramda is facing charges of being an accomplice to at least three bombings on the Paris subway , including the July 25 , 1995 attack that killed eight people and injured more than 150 .","['Paris', (7890, 7890), 'LOC']","['Paris', 102, 'GPE']"
Nepal 's seven major political parties recently offered to talk to the Maoists about forming a broad front opposed to King Gyanendra on the condition that the rebels end violent attacks aimed at civilians .,"['Maoists', (58080, 58080), 'LOC']","['Maoists', 71, 'NORP']"
Iranian President Mahmoud Ahmadinejad said Thursday Iran is still considering the incentives package .,"['Iranian', (195842, 195842), 'GPE']","['Iranian', 0, 'NORP']"
Iranian President Mahmoud Ahmadinejad said Thursday Iran is still considering the incentives package .,"['Iran', (195848, 195848), 'LOC']","['Iran', 52, 'GPE']"
"To the west of the capital , in Al Anbar province , two U.S. Marines were killed while conducting security operations .","['Al Anbar', (99315, 99316), 'ORG']","['Al Anbar', 32, 'GPE']"
"To the west of the capital , in Al Anbar province , two U.S. Marines were killed while conducting security operations .","['U.S. Marines', (99320, 99321), 'ORG']","['U.S. Marines', 56, 'NORP']"
"In April , a bomb attack in the nearby resort town Ksusadasi left a police officer dead .","['Ksusadasi', (129515, 129515), 'PERSON']","['Ksusadasi', 51, 'GPE']"
An Australian man has been jailed for more than five years for duping people into sending him millions of dollars in a global Internet scam .,"['Australian', (124989, 124989), 'GPE']","['Australian', 3, 'NORP']"
They say the delegation will meet with Egyptian security officials in the Mediterranean coastal town of El~Arish for talks on the border situation .,"['Egyptian', (119362, 119362), 'GPE']","['Egyptian', 39, 'NORP']"
"France is prosecuting 15 piracy suspects in its own courts , though it has transferred others to Kenya , including 11 who were handed over on Friday .","['France', (13820, 13820), 'LOC']","['France', 0, 'GPE']"
"France is prosecuting 15 piracy suspects in its own courts , though it has transferred others to Kenya , including 11 who were handed over on Friday .","['Kenya', (13837, 13837), 'LOC']","['Kenya', 97, 'GPE']"
U.S. Vice President Dick Cheney has criticized Senate Democrats who have accused the Bush administration of purposely misleading the American public on intelligence leading up to the war in Iraq .,"['U.S.', (158799, 158799), 'ORG']","['U.S.', 0, 'GPE']"
U.S. Vice President Dick Cheney has criticized Senate Democrats who have accused the Bush administration of purposely misleading the American public on intelligence leading up to the war in Iraq .,"['American', (158818, 158818), 'GPE']","['American', 133, 'NORP']"
U.S. Vice President Dick Cheney has criticized Senate Democrats who have accused the Bush administration of purposely misleading the American public on intelligence leading up to the war in Iraq .,"['Iraq', (158828, 158828), 'LOC']","['Iraq', 190, 'GPE']"
"Mr. Bittok , who immigrated from Kenya to the United States , learned last week he had a winning ticket worth nearly $ 2 million from an Iowa lottery .","['Kenya', (15789, 15789), 'LOC']","['Kenya', 33, 'GPE']"
"Mr. Bittok , who immigrated from Kenya to the United States , learned last week he had a winning ticket worth nearly $ 2 million from an Iowa lottery .","['Iowa', (15810, 15810), 'LOC']","['Iowa', 137, 'GPE']"
Hooper told the lawmakers Canada faces a threat from home-grown terrorists .,"['Canada', (64267, 64267), 'LOC']","['Canada', 26, 'GPE']"
"Meanwhile , the French newspaper Liberation , says it has not heard from its Baghdad correspondent , Florence Aubenas , and her Iraqi interpreter in over 24 hours , raising concerns for their safety .","['French', (99379, 99379), 'GPE']","['French', 16, 'NORP']"
"Meanwhile , the French newspaper Liberation , says it has not heard from its Baghdad correspondent , Florence Aubenas , and her Iraqi interpreter in over 24 hours , raising concerns for their safety .","['Baghdad', (99390, 99390), 'LOC']","['Baghdad', 77, 'GPE']"
"Meanwhile , the French newspaper Liberation , says it has not heard from its Baghdad correspondent , Florence Aubenas , and her Iraqi interpreter in over 24 hours , raising concerns for their safety .","['Iraqi', (99398, 99398), 'GPE']","['Iraqi', 128, 'NORP']"
"The British and French fought for possession of the island for most of the 18th century , but it finally was confirmed as a British possession in 1783 .","['British', (27900, 27900), 'GPE']","['British', 4, 'NORP']"
"The British and French fought for possession of the island for most of the 18th century , but it finally was confirmed as a British possession in 1783 .","['French', (27902, 27902), 'GPE']","['French', 16, 'NORP']"
"The British and French fought for possession of the island for most of the 18th century , but it finally was confirmed as a British possession in 1783 .","['British', (27923, 27923), 'GPE']","['British', 4, 'NORP']"
"Later , a car-bomb attack on a U.S. military convoy in southeast Baghdad killed at least four Iraqi civilians and injured 12 others .","['U.S.', (69448, 69448), 'ORG']","['U.S.', 31, 'GPE']"
"Later , a car-bomb attack on a U.S. military convoy in southeast Baghdad killed at least four Iraqi civilians and injured 12 others .","['Baghdad', (69453, 69453), 'LOC']","['Baghdad', 65, 'GPE']"
"Later , a car-bomb attack on a U.S. military convoy in southeast Baghdad killed at least four Iraqi civilians and injured 12 others .","['Iraqi', (69458, 69458), 'GPE']","['Iraqi', 94, 'NORP']"
"Attacks on aid workers and other officials are common in Somalia , where Islamist insurgents are fighting the Ethiopian-backed interim government .","['Somalia', (85989, 85989), 'LOC']","['Somalia', 57, 'GPE']"
"In an interview with the U.S. government-funded alHurra television station , Mr. Volcker said there is a lot of confusion about how much money Saddam obtained from the oil-for-food program itself .","['alHurra', (5698, 5698), 'WORK_OF_ART']","['alHurra', 48, 'ORG']"
Hundreds of Pakistani investors rioted at the Karachi Stock Exchange Thursday demanding a halt in trading after share prices fell for the 15th straight session .,"['Pakistani', (173185, 173185), 'GPE']","['Pakistani', 12, 'NORP']"
Election officials said the results are considered preliminary until an investigation is completed into Mr. Weah 's allegations .,"['Weah', (173678, 173678), 'LOC']","['Weah', 108, 'PERSON']"
"Mr. Bush left Saturday for his next stop in Brazil , having stayed three hours extra as the talks dragged on .","['Brazil', (213500, 213500), 'LOC']","['Brazil', 44, 'GPE']"
"A Yomiuri newspaper poll this week shows support for Mr. Koizumi has risen to 53.2 percent , up 5.5 percentage points since he dissolved Parliament .","['Yomiuri', (113928, 113928), 'ORG']","['Yomiuri', 2, 'GPE']"
"Cancun , Mexico , is hosting both international leaders and vacationing college students this week , as the city slowly recovers from a brutal pounding by Hurricane Wilma .","['Cancun', (176630, 176630), 'LOC']","['Cancun', 0, 'GPE']"
"Cancun , Mexico , is hosting both international leaders and vacationing college students this week , as the city slowly recovers from a brutal pounding by Hurricane Wilma .","['Mexico', (176632, 176632), 'LOC']","['Mexico', 9, 'GPE']"
"During a trip to India last week , Prime Minister Cameron suggested Pakistan was not doing enough to counter terrorist groups within its borders that threaten India , Afghanistan and other nations .","['India', (60668, 60668), 'LOC']","['India', 17, 'GPE']"
"During a trip to India last week , Prime Minister Cameron suggested Pakistan was not doing enough to counter terrorist groups within its borders that threaten India , Afghanistan and other nations .","['Pakistan', (60676, 60676), 'LOC']","['Pakistan', 68, 'GPE']"
"During a trip to India last week , Prime Minister Cameron suggested Pakistan was not doing enough to counter terrorist groups within its borders that threaten India , Afghanistan and other nations .","['India', (60690, 60690), 'LOC']","['India', 17, 'GPE']"
"During a trip to India last week , Prime Minister Cameron suggested Pakistan was not doing enough to counter terrorist groups within its borders that threaten India , Afghanistan and other nations .","['Afghanistan', (60692, 60692), 'LOC']","['Afghanistan', 167, 'GPE']"
